catalogNumber,tegula_cm,scale_cm,data_collector,Filename,notes,itd_corrected
UCSB-IZC00038711,0.2,0.503,alec,UCSB-IZC00038711.jpg,NA,0.1988071570576541
UCSB-IZC00038770,0.234,0.501,alec,UCSB-IZC00038770.jpg,NA,0.23353293413173654
UCSB-IZC00038774,0.208,0.5,alec,UCSB-IZC00038774.jpg,NA,0.208
UCSB-IZC00038777,0.189,0.502,alec,UCSB-IZC00038777.jpg,NA,0.18824701195219123
UCSB-IZC00038808,0.207,0.504,alec,UCSB-IZC00038808.jpg,NA,0.20535714285714285
UCSB-IZC00038814,0.195,0.5,alec,UCSB-IZC00038814.jpg,NA,0.195
UCSB-IZC00038816,0.212,0.5,alec,UCSB-IZC00038816.jpg,NA,0.212
UCSB-IZC00038828,0.205,0.499,alec,UCSB-IZC00038828.jpg,NA,0.20541082164328656
UCSB-IZC00038830,0.199,0.501,alec,UCSB-IZC00038830.jpg,NA,0.19860279441117765
UCSB-IZC00038833,0.205,0.501,alec,UCSB-IZC00038833.jpg,NA,0.20459081836327345
UCSB-IZC00038844,0.195,0.503,alec,UCSB-IZC00038844.jpg,NA,0.19383697813121273
UCSB-IZC00038845,0.223,0.498,alec,UCSB-IZC00038845.jpg,NA,0.22389558232931728
UCSB-IZC00038873,0.21,0.502,alec,UCSB-IZC00038873.jpg,NA,0.2091633466135458
UCSB-IZC00038875,0.215,0.502,alec,UCSB-IZC00038875.jpg,NA,0.21414342629482072
UCSB-IZC00038909,0.213,0.5,alec,UCSB-IZC00038909.jpg,NA,0.213
UCSB-IZC00039302,0.215,0.503,alec,UCSB-IZC00039302.jpg,NA,0.21371769383697814
UCSB-IZC00039309,0.208,0.499,alec,UCSB-IZC00039309.jpg,NA,0.20841683366733466
UCSB-IZC00039723,0.211,0.501,alec,UCSB-IZC00039723.jpg,NA,0.21057884231536925
UCSB-IZC00039728,0.211,0.501,alec,UCSB-IZC00039728.jpg,NA,0.21057884231536925
UCSB-IZC00039729,0.192,0.5,alec,UCSB-IZC00039729.jpg,NA,0.192
UCSB-IZC00039743,0.208,0.502,alec,UCSB-IZC00039743.jpg,NA,0.20717131474103584
UCSB-IZC00039748,0.213,0.5,alec,UCSB-IZC00039748.jpg,NA,0.213
UCSB-IZC00039750,0.233,0.501,alec,UCSB-IZC00039750.jpg,NA,0.23253493013972057
UCSB-IZC00039762,0.224,0.503,alec,UCSB-IZC00039762.jpg,NA,0.22266401590457258
UCSB-IZC00039767,0.224,0.501,alec,UCSB-IZC00039767.jpg,NA,0.22355289421157684
UCSB-IZC00039769,0.197,0.503,alec,UCSB-IZC00039769.jpg,NA,0.19582504970178927
UCSB-IZC00039868,0.232,0.501,alec,UCSB-IZC00039868.jpg,NA,0.2315369261477046
UCSB-IZC00039879,0.202,0.501,alec,UCSB-IZC00039879.jpg,NA,0.20159680638722557
UCSB-IZC00039886,0.21,0.503,alec,UCSB-IZC00039886.jpg,NA,0.20874751491053678
UCSB-IZC00039956,0.233,0.498,alec,UCSB-IZC00039956.jpg,NA,0.23393574297188757
UCSB-IZC00040261,0.202,0.501,alec,UCSB-IZC00040261.jpg,NA,0.20159680638722557
UCSB-IZC00040268,0.22,0.5,alec,UCSB-IZC00040268.jpg,NA,0.22
UCSB-IZC00040276,0.243,0.5,alec,UCSB-IZC00040276.jpg,NA,0.243
UCSB-IZC00040284,0.209,0.499,alec,UCSB-IZC00040284.jpg,NA,0.2094188376753507
UCSB-IZC00040285,0.207,0.5,alec,UCSB-IZC00040285.jpg,NA,0.207
UCSB-IZC00040411,0.213,0.502,alec,UCSB-IZC00040411.jpg,NA,0.21215139442231076
UCSB-IZC00040421,0.215,0.5,alec,UCSB-IZC00040421.jpg,NA,0.215
UCSB-IZC00040424,0.194,0.501,alec,UCSB-IZC00040424.jpg,NA,0.1936127744510978
UCSB-IZC00040428,0.206,0.498,alec,UCSB-IZC00040428.jpg,NA,0.20682730923694778
UCSB-IZC00040432,0.226,0.501,alec,UCSB-IZC00040432.jpg,NA,0.22554890219560877
UCSB-IZC00040441,0.194,0.5,alec,UCSB-IZC00040441.jpg,NA,0.194
UCSB-IZC00040447,0.234,0.5,alec,UCSB-IZC00040447.jpg,NA,0.234
UCSB-IZC00040751,0.217,0.501,alec,UCSB-IZC00040751.jpg,NA,0.21656686626746507
UCSB-IZC00040783,0.2,0.499,alec,UCSB-IZC00040783.jpg,NA,0.20040080160320642
UCSB-IZC00040787,0.198,0.499,alec,UCSB-IZC00040787.jpg,NA,0.19839679358717435
UCSB-IZC00040801,0.194,0.497,alec,UCSB-IZC00040801.jpg,NA,0.19517102615694165
UCSB-IZC00040812,0.204,0.5,alec,UCSB-IZC00040812.jpg,NA,0.204
UCSB-IZC00040823,0.203,0.498,alec,UCSB-IZC00040823.jpg,NA,0.20381526104417672
UCSB-IZC00040827,0.198,0.502,alec,UCSB-IZC00040827.jpg,NA,0.19721115537848607
UCSB-IZC00040828,0.198,0.501,alec,UCSB-IZC00040828.jpg,NA,0.19760479041916168
UCSB-IZC00040841,0.203,0.501,alec,UCSB-IZC00040841.jpg,NA,0.20259481037924154
UCSB-IZC00040843,0.204,0.501,alec,UCSB-IZC00040843.jpg,NA,0.20359281437125748
UCSB-IZC00040844,0.186,0.502,alec,UCSB-IZC00040844.jpg,NA,0.1852589641434263
UCSB-IZC00040845,0.219,0.501,alec,UCSB-IZC00040845.jpg,NA,0.218562874
UCSB-IZC00040846,0.174,0.499,alec,UCSB-IZC00040846.jpg,NA,0.17434869739478956
UCSB-IZC00040851,0.207,0.499,alec,UCSB-IZC00040851.jpg,NA,0.20741482965931862
UCSB-IZC00040855,0.229,0.499,alec,UCSB-IZC00040855.jpg,NA,0.22945891783567135
UCSB-IZC00040857,0.219,0.501,alec,UCSB-IZC00040857.jpg,NA,0.218562874
UCSB-IZC00040866,0.188,0.499,alec,UCSB-IZC00040866.jpg,NA,0.18837675350701402
UCSB-IZC00040880,0.183,0.501,alec,UCSB-IZC00040880.jpg,NA,0.18263473053892215
UCSB-IZC00040882,0.213,0.499,alec,UCSB-IZC00040882.jpg,NA,0.21342685370741482
UCSB-IZC00040891,0.188,0.498,alec,UCSB-IZC00040891.jpg,NA,0.18875502008032127
UCSB-IZC00040926,0.224,0.501,alec,UCSB-IZC00040926.jpg,NA,0.22355289421157684
UCSB-IZC00040965,0.167,0.499,alec,UCSB-IZC00040965.jpg,NA,0.16733466933867736
UCSB-IZC00040968,0.196,0.5,alec,UCSB-IZC00040968.jpg,NA,0.196
UCSB-IZC00040984,0.196,0.496,alec,UCSB-IZC00040984.jpg,NA,0.19758064516129034
UCSB-IZC00040995,0.213,0.5,alec,UCSB-IZC00040995.jpg,NA,0.213
UCSB-IZC00040999,0.203,0.5,alec,UCSB-IZC00040999.jpg,NA,0.203
UCSB-IZC00041008,0.205,0.498,alec,UCSB-IZC00041008.jpg,NA,0.20582329317269074
UCSB-IZC00041011,0.209,0.5,alec,UCSB-IZC00041011.jpg,NA,0.209
UCSB-IZC00041017,0.217,0.496,alec,UCSB-IZC00041017.jpg,NA,0.21875
UCSB-IZC00041020,0.21,0.497,alec,UCSB-IZC00041020.jpg,NA,0.2112676056338028
UCSB-IZC00041024,0.215,0.499,alec,UCSB-IZC00041024.jpg,NA,0.2154308617234469
UCSB-IZC00041031,0.214,0.498,alec,UCSB-IZC00041031.jpg,NA,0.21485943775100402
UCSB-IZC00041034,0.194,0.5,alec,UCSB-IZC00041034.jpg,NA,0.194
UCSB-IZC00041040,0.19,0.499,alec,UCSB-IZC00041040.jpg,NA,0.1903807615230461
UCSB-IZC00041461,0.224,0.499,alec,UCSB-IZC00041461.jpg,NA,0.22444889779559118
UCSB-IZC00041462,0.209,0.502,alec,UCSB-IZC00041462.jpg,NA,0.20816733067729082
UCSB-IZC00041467,0.217,0.504,alec,UCSB-IZC00041467.jpg,NA,0.21527777777777776
UCSB-IZC00041480,0.213,0.497,alec,UCSB-IZC00041480.jpg,NA,0.21428571428571427
UCSB-IZC00041482,0.241,0.502,alec,UCSB-IZC00041482.jpg,NA,0.24003984063745018
UCSB-IZC00041489,0.203,0.5,alec,UCSB-IZC00041489.jpg,NA,0.203
UCSB-IZC00041508,0.204,0.502,alec,UCSB-IZC00041508.jpg,NA,0.20318725099601592
UCSB-IZC00041511,0.219,0.497,alec,UCSB-IZC00041511.jpg,NA,0.22032193158953722
UCSB-IZC00041512,0.223,0.503,alec,UCSB-IZC00041512.jpg,NA,0.2216699801192843
UCSB-IZC00041517,0.206,0.498,alec,UCSB-IZC00041517.jpg,NA,0.20682730923694778
UCSB-IZC00041520,0.213,0.499,alec,UCSB-IZC00041520.jpg,NA,0.21342685370741482
UCSB-IZC00041521,0.206,0.5,alec,UCSB-IZC00041521.jpg,NA,0.206
UCSB-IZC00041535,0.208,0.502,alec,UCSB-IZC00041535.jpg,NA,0.20717131474103584
UCSB-IZC00041536,0.207,0.498,alec,UCSB-IZC00041536.jpg,NA,0.20783132530120482
UCSB-IZC00041538,0.23,0.499,alec,UCSB-IZC00041538.jpg,NA,0.23046092184368738
UCSB-IZC00041544,0.23,0.501,alec,UCSB-IZC00041544.jpg,NA,0.22954091816367267
UCSB-IZC00041550,0.216,0.501,alec,UCSB-IZC00041550.jpg,NA,0.2155688622754491
UCSB-IZC00041562,0.166,0.5,alec,UCSB-IZC00041562.jpg,NA,0.166
UCSB-IZC00041574,0.215,0.5,alec,UCSB-IZC00041574.jpg,NA,0.215
UCSB-IZC00041623,0.208,0.502,alec,UCSB-IZC00041623.jpg,NA,0.20717131474103584
UCSB-IZC00041624,0.216,0.503,alec,UCSB-IZC00041624.jpg,NA,0.2147117296222664
UCSB-IZC00041628,0.206,0.496,alec,UCSB-IZC00041628.jpg,NA,0.20766129032258063
UCSB-IZC00041640,0.176,0.497,alec,UCSB-IZC00041640.jpg,NA,0.17706237424547283
UCSB-IZC00041696,0.178,0.501,alec,UCSB-IZC00041696.jpg,NA,0.17764471057884232
UCSB-IZC00041836,0.217,0.498,alec,UCSB-IZC00041836.jpg,NA,0.2178714859437751
UCSB-IZC00041841,0.19,0.497,alec,UCSB-IZC00041841.jpg,NA,0.19114688128772636
UCSB-IZC00041859,0.225,0.499,alec,UCSB-IZC00041859.jpg,NA,0.22545090180360722
UCSB-IZC00041881,0.197,0.501,alec,UCSB-IZC00041881.jpg,NA,0.1966067864271457
UCSB-IZC00041883,0.2,0.5,alec,UCSB-IZC00041883.jpg,NA,0.2
UCSB-IZC00041903,0.202,0.498,alec,UCSB-IZC00041903.jpg,NA,0.2028112449799197
UCSB-IZC00041904,0.211,0.5,alec,UCSB-IZC00041904.jpg,NA,0.211
UCSB-IZC00041943,0.205,0.496,alec,UCSB-IZC00041943.jpg,NA,0.2066532258064516
UCSB-IZC00041950,0.216,0.497,alec,UCSB-IZC00041950.jpg,NA,0.21730382293762576
UCSB-IZC00041963,0.204,0.501,alec,UCSB-IZC00041963.jpg,NA,0.20359281437125748
UCSB-IZC00041965,0.183,0.501,alec,UCSB-IZC00041965.jpg,NA,0.18263473053892215
UCSB-IZC00041967,0.216,0.502,alec,UCSB-IZC00041967.jpg,NA,0.2151394422310757
UCSB-IZC00041971,0.199,0.501,alec,UCSB-IZC00041971.jpg,NA,0.19860279441117765
UCSB-IZC00041980,0.175,0.502,alec,UCSB-IZC00041980.jpg,NA,0.1743027888446215
UCSB-IZC00042000,0.197,0.503,alec,UCSB-IZC00042000.jpg,NA,0.19582504970178927
UCSB-IZC00042071,0.2,0.502,alec,UCSB-IZC00042071.jpg,NA,0.19920318725099603
UCSB-IZC00042169,0.186,0.498,alec,UCSB-IZC00042169.jpg,NA,0.18674698795180722
UCSB-IZC00042195,0.216,0.501,alec,UCSB-IZC00042195.jpg,NA,0.2155688622754491
UCSB-IZC00042197,0.167,0.499,alec,UCSB-IZC00042197.jpg,NA,0.16733466933867736
UCSB-IZC00042235,0.188,0.499,alec,UCSB-IZC00042235.jpg,NA,0.18837675350701402
UCSB-IZC00042243,0.201,0.501,alec,UCSB-IZC00042243.jpg,NA,0.20059880239520958
UCSB-IZC00042265,0.201,0.502,alec,UCSB-IZC00042265.jpg,NA,0.200199203
UCSB-IZC00042266,0.205,0.499,alec,UCSB-IZC00042266.jpg,NA,0.20541082164328656
UCSB-IZC00042273,0.205,0.497,alec,UCSB-IZC00042273.jpg,NA,0.2062374245472837
UCSB-IZC00042297,0.195,0.501,alec,UCSB-IZC00042297.jpg,NA,0.19461077844311378
UCSB-IZC00042308,0.206,0.501,alec,UCSB-IZC00042308.jpg,NA,0.2055888223552894
UCSB-IZC00042346,0.204,0.502,alec,UCSB-IZC00042346.jpg,NA,0.20318725099601592
UCSB-IZC00042357,0.165,0.5,alec,UCSB-IZC00042357.jpg,NA,0.165
UCSB-IZC00042392,0.187,0.498,alec,UCSB-IZC00042392.jpg,NA,0.18775100401606426
UCSB-IZC00042393,0.201,0.501,alec,UCSB-IZC00042393.jpg,NA,0.20059880239520958
UCSB-IZC00042394,0.156,0.496,alec,UCSB-IZC00042394.jpg,NA,0.15725806451612903
UCSB-IZC00042411,0.204,0.502,alec,UCSB-IZC00042411.jpg,NA,0.20318725099601592
UCSB-IZC00042428,0.15,0.5,alec,UCSB-IZC00042428.jpg,NA,0.15
UCSB-IZC00042438,0.192,0.503,alec,UCSB-IZC00042438.jpg,NA,0.1908548707753479
UCSB-IZC00042447,0.192,0.498,alec,UCSB-IZC00042447.jpg,NA,0.1927710843373494
UCSB-IZC00042456,0.215,0.497,alec,UCSB-IZC00042456.jpg,NA,0.21629778672032193
UCSB-IZC00042465,0.209,0.499,alec,UCSB-IZC00042465.jpg,NA,0.2094188376753507
UCSB-IZC00042474,0.189,0.499,alec,UCSB-IZC00042474.jpg,NA,0.18937875751503006
UCSB-IZC00042536,0.158,0.503,alec,UCSB-IZC00042536.jpg,NA,0.15705765407554673
UCSB-IZC00042554,0.197,0.503,alec,UCSB-IZC00042554.jpg,NA,0.19582504970178927
UCSB-IZC00042601,0.188,0.501,alec,UCSB-IZC00042601.jpg,NA,0.18762475049900199
UCSB-IZC00042623,0.208,0.502,alec,UCSB-IZC00042623.jpg,NA,0.20717131474103584
UCSB-IZC00042678,0.197,0.5,alec,UCSB-IZC00042678.jpg,NA,0.197
UCSB-IZC00042722,0.214,0.5,alec,UCSB-IZC00042722.jpg,NA,0.214
UCSB-IZC00042735,0.208,0.498,alec,UCSB-IZC00042735.jpg,NA,0.20883534136546184
UCSB-IZC00042738,0.227,0.5,alec,UCSB-IZC00042738.jpg,NA,0.227
UCSB-IZC00042740,0.218,0.504,alec,UCSB-IZC00042740.jpg,NA,0.21626984126984128
UCSB-IZC00042764,0.206,0.5,alec,UCSB-IZC00042764.jpg,NA,0.206
UCSB-IZC00042948,0.192,0.502,alec,UCSB-IZC00042948.jpg,NA,0.19123505976095617
UCSB-IZC00042982,0.184,0.498,alec,UCSB-IZC00042982.jpg,NA,0.18473895582329317
UCSB-IZC00042985,0.217,0.5,alec,UCSB-IZC00042985.jpg,NA,0.217
UCSB-IZC00043003,0.206,0.499,alec,UCSB-IZC00043003.jpg,NA,0.2064128256513026
UCSB-IZC00043024,0.198,0.5,alec,UCSB-IZC00043024.jpg,NA,0.198
UCSB-IZC00043039,0.148,0.498,alec,UCSB-IZC00043039.jpg,NA,0.14859437751004015
UCSB-IZC00043054,0.192,0.503,alec,UCSB-IZC00043054.jpg,NA,0.1908548707753479
UCSB-IZC00043063,0.194,0.503,alec,UCSB-IZC00043063.jpg,NA,0.19284294234592445
UCSB-IZC00043066,0.215,0.499,alec,UCSB-IZC00043066.jpg,NA,0.2154308617234469
UCSB-IZC00043068,0.193,0.498,alec,UCSB-IZC00043068.jpg,NA,0.19377510040160642
UCSB-IZC00043071,0.201,0.496,alec,UCSB-IZC00043071.jpg,NA,0.2026209677419355
UCSB-IZC00043074,0.197,0.497,alec,UCSB-IZC00043074.jpg,NA,0.19818913480885314
UCSB-IZC00043080,0.207,0.503,alec,UCSB-IZC00043080.jpg,NA,0.20576540755467196
UCSB-IZC00043369,0.187,0.501,alec,UCSB-IZC00043369.jpg,NA,0.18662674650698602
UCSB-IZC00043399,0.185,0.496,alec,UCSB-IZC00043399.jpg,NA,0.18649193548387097
UCSB-IZC00043420,0.214,0.501,alec,UCSB-IZC00043420.jpg,NA,0.21357285429141717
UCSB-IZC00043427,0.191,0.502,alec,UCSB-IZC00043427.jpg,NA,0.1902390438247012
UCSB-IZC00043429,0.18,0.5,alec,UCSB-IZC00043429.jpg,NA,0.18
UCSB-IZC00043430,0.177,0.503,alec,UCSB-IZC00043430.jpg,NA,0.17594433399602386
UCSB-IZC00043432,0.188,0.501,alec,UCSB-IZC00043432.jpg,NA,0.18762475049900199
UCSB-IZC00043477,0.183,0.502,alec,UCSB-IZC00043477.jpg,NA,0.18227091633466136
UCSB-IZC00043609,0.176,0.502,alec,UCSB-IZC00043609.jpg,NA,0.17529880478087648
UCSB-IZC00043682,0.176,0.5,alec,UCSB-IZC00043682.jpg,NA,0.176
UCSB-IZC00043718,0.184,0.502,alec,UCSB-IZC00043718.jpg,NA,0.18326693227091634
UCSB-IZC00043749,0.183,0.498,alec,UCSB-IZC00043749.jpg,NA,0.18373493975903615
UCSB-IZC00043802,0.188,0.498,alec,UCSB-IZC00043802.jpg,NA,0.18875502008032127
UCSB-IZC00043821,0.202,0.501,alec,UCSB-IZC00043821.jpg,NA,0.20159680638722557
UCSB-IZC00043824,0.201,0.499,alec,UCSB-IZC00043824.jpg,NA,0.20140280561122245
UCSB-IZC00043827,0.21,0.499,alec,UCSB-IZC00043827.jpg,NA,0.21042084168336672
UCSB-IZC00043836,0.213,0.5,alec,UCSB-IZC00043836.jpg,NA,0.213
UCSB-IZC00043843,0.193,0.502,alec,UCSB-IZC00043843.jpg,NA,0.19223107569721115
UCSB-IZC00043849,0.192,0.498,alec,UCSB-IZC00043849.jpg,NA,0.1927710843373494
UCSB-IZC00044054,0.203,0.5,alec,UCSB-IZC00044054.jpg,NA,0.203
UCSB-IZC00044068,0.185,0.498,alec,UCSB-IZC00044068.jpg,NA,0.1857429718875502
UCSB-IZC00044095,0.184,0.502,alec,UCSB-IZC00044095.jpg,NA,0.18326693227091634
UCSB-IZC00044239,0.208,0.502,alec,UCSB-IZC00044239.jpg,NA,0.20717131474103584
UCSB-IZC00044265,0.147,0.499,alec,UCSB-IZC00044265.jpg,NA,0.1472945891783567
UCSB-IZC00044279,0.195,0.498,alec,UCSB-IZC00044279.jpg,NA,0.1957831325301205
UCSB-IZC00044311,0.189,0.499,alec,UCSB-IZC00044311.jpg,NA,0.18937875751503006
UCSB-IZC00044406,0.202,0.5,alec,UCSB-IZC00044406.jpg,NA,0.202
UCSB-IZC00044441,0.215,0.499,alec,UCSB-IZC00044441.jpg,NA,0.2154308617234469
UCSB-IZC00044451,0.19,0.501,alec,UCSB-IZC00044451.jpg,NA,0.18962075848303395
UCSB-IZC00044585,0.164,0.5,alec,UCSB-IZC00044585.jpg,NA,0.164
UCSB-IZC00044616,0.199,0.498,alec,UCSB-IZC00044616.jpg,NA,0.1997991967871486
UCSB-IZC00046412,0.183,0.499,alec,UCSB-IZC00046412.jpg,NA,0.18336673346693386
UCSB-IZC00046696,0.192,0.501,alec,UCSB-IZC00046696.jpg,NA,0.19161676646706588
UCSB-IZC00046702,0.204,0.503,alec,UCSB-IZC00046702.jpg,NA,0.20278330019880714
UCSB-IZC00046708,0.164,0.498,alec,UCSB-IZC00046708.jpg,NA,0.16465863453815263
UCSB-IZC00046733,0.218,0.501,alec,UCSB-IZC00046733.jpg,NA,0.21756487025948104
UCSB-IZC00046925,0.217,0.502,alec,UCSB-IZC00046925.jpg,NA,0.21613545816733068
UCSB-IZC00046949,0.196,0.498,alec,UCSB-IZC00046949.jpg,NA,0.19678714859437751
UCSB-IZC00047045,0.2,0.5,alec,UCSB-IZC00047045.jpg,NA,0.2
UCSB-IZC00000646,0.196,0.5,hanyang,UCSB-IZC00000646.jpg,NA,0.196
UCSB-IZC00003496,0.197,0.501,hanyang,UCSB-IZC00003496.jpg,NA,0.1966067864271457
UCSB-IZC00003658,0.212,0.499,hanyang,UCSB-IZC00003658.jpg,NA,0.2124248496993988
UCSB-IZC00003718,0.159,0.5,hanyang,UCSB-IZC00003718.jpg,NA,0.159
UCSB-IZC00004438,0.205,0.498,hanyang,UCSB-IZC00004438.jpg,NA,0.20582329317269074
UCSB-IZC00005582,0.197,0.502,hanyang,UCSB-IZC00005582.jpg,NA,0.1962151394422311
UCSB-IZC00005586,0.186,0.498,hanyang,UCSB-IZC00005586.jpg,NA,0.18674698795180722
UCSB-IZC00005587,0.222,0.5,hanyang,UCSB-IZC00005587.jpg,NA,0.222
UCSB-IZC00005588,0.168,0.499,hanyang,UCSB-IZC00005588.jpg,NA,0.1683366733466934
UCSB-IZC00005593,0.221,0.498,hanyang,UCSB-IZC00005593.jpg,NA,0.22188755020080322
UCSB-IZC00005594,0.198,0.498,hanyang,UCSB-IZC00005594.jpg,NA,0.19879518072289157
UCSB-IZC00005600,0.186,0.502,hanyang,UCSB-IZC00005600.jpg,NA,0.1852589641434263
UCSB-IZC00005601,0.185,0.5,hanyang,UCSB-IZC00005601.jpg,NA,0.185
UCSB-IZC00005603,0.181,0.499,hanyang,UCSB-IZC00005603.jpg,NA,0.1813627254509018
UCSB-IZC00005612,0.188,0.503,hanyang,UCSB-IZC00005612.jpg,NA,0.18687872763419483
UCSB-IZC00005618,0.192,0.499,hanyang,UCSB-IZC00005618.jpg,NA,0.19238476953907815
UCSB-IZC00005621,0.19,0.501,hanyang,UCSB-IZC00005621.jpg,NA,0.18962075848303395
UCSB-IZC00005622,0.177,0.501,hanyang,UCSB-IZC00005622.jpg,NA,0.17664670658682632
UCSB-IZC00005623,0.166,0.497,hanyang,UCSB-IZC00005623.jpg,NA,0.16700201207243462
UCSB-IZC00005624,0.204,0.502,hanyang,UCSB-IZC00005624.jpg,NA,0.20318725099601592
UCSB-IZC00005625,0.193,0.5,hanyang,UCSB-IZC00005625.jpg,NA,0.193
UCSB-IZC00005627,0.224,0.501,hanyang,UCSB-IZC00005627.jpg,NA,0.22355289421157684
UCSB-IZC00005632,0.202,0.499,hanyang,UCSB-IZC00005632.jpg,NA,0.20240480961923848
UCSB-IZC00005637,0.222,0.5,hanyang,UCSB-IZC00005637.jpg,NA,0.222
UCSB-IZC00005639,0.186,0.501,hanyang,UCSB-IZC00005639.jpg,NA,0.18562874251497005
UCSB-IZC00005904,0.187,0.5,hanyang,UCSB-IZC00005904.jpg,NA,0.187
UCSB-IZC00005909,0.134,0.5,hanyang,UCSB-IZC00005909.jpg,NA,0.134
UCSB-IZC00005919,0.143,0.501,hanyang,UCSB-IZC00005919.jpg,NA,0.14271457085828343
UCSB-IZC00005933,0.188,0.502,hanyang,UCSB-IZC00005933.jpg,NA,0.18725099601593626
UCSB-IZC00005937,0.182,0.499,hanyang,UCSB-IZC00005937.jpg,NA,0.18236472945891782
UCSB-IZC00005939,0.173,0.502,hanyang,UCSB-IZC00005939.jpg,NA,0.17231075697211154
UCSB-IZC00007085,0.231,0.502,hanyang,UCSB-IZC00007085.jpg,NA,0.23007968127490042
UCSB-IZC00008208,0.211,0.5,hanyang,UCSB-IZC00008208.jpg,NA,0.211
UCSB-IZC00010839,0.143,0.501,hanyang,UCSB-IZC00010839.jpg,NA,0.14271457085828343
UCSB-IZC00010867,0.203,0.502,hanyang,UCSB-IZC00010867.jpg,NA,0.20219123505976097
UCSB-IZC00010886,0.214,0.497,hanyang,UCSB-IZC00010886.jpg,NA,0.2152917505030181
UCSB-IZC00010892,0.208,0.502,hanyang,UCSB-IZC00010892.jpg,NA,0.20717131474103584
UCSB-IZC00012302,0.181,0.499,hanyang,UCSB-IZC00012302.jpg,NA,0.1813627254509018
UCSB-IZC00012317,0.213,0.503,hanyang,UCSB-IZC00012317.jpg,NA,0.21172962226640157
UCSB-IZC00012323,0.189,0.505,hanyang,UCSB-IZC00012323.jpg,NA,0.18712871287128713
UCSB-IZC00012329,0.196,0.504,hanyang,UCSB-IZC00012329.jpg,NA,0.19444444444444445
UCSB-IZC00012340,0.158,0.501,hanyang,UCSB-IZC00012340.jpg,NA,0.15768463073852296
UCSB-IZC00012426,0.217,0.5,hanyang,UCSB-IZC00012426.jpg,NA,0.217
UCSB-IZC00012433,0.196,0.499,hanyang,UCSB-IZC00012433.jpg,NA,0.1963927855711423
UCSB-IZC00012435,0.211,0.503,hanyang,UCSB-IZC00012435.jpg,NA,0.20974155069582504
UCSB-IZC00012444,0.18,0.498,hanyang,UCSB-IZC00012444.jpg,NA,0.18072289156626506
UCSB-IZC00012445,0.176,0.501,hanyang,UCSB-IZC00012445.jpg,NA,0.17564870259481036
UCSB-IZC00012452,0.175,0.502,hanyang,UCSB-IZC00012452.jpg,NA,0.1743027888446215
UCSB-IZC00012454,0.216,0.499,hanyang,UCSB-IZC00012454.jpg,NA,0.21643286573146292
UCSB-IZC00012459,0.18,0.501,hanyang,UCSB-IZC00012459.jpg,NA,0.17964071856287425
UCSB-IZC00012461,0.189,0.5,hanyang,UCSB-IZC00012461.jpg,NA,0.189
UCSB-IZC00012462,0.165,0.498,hanyang,UCSB-IZC00012462.jpg,NA,0.16566265060240964
UCSB-IZC00014705,0.201,0.5,hanyang,UCSB-IZC00014705.jpg,NA,0.201
UCSB-IZC00014856,0.187,0.505,hanyang,UCSB-IZC00014856.jpg,NA,0.18514851485148515
UCSB-IZC00015098,0.21,0.499,hanyang,UCSB-IZC00015098.jpg,NA,0.21042084168336672
UCSB-IZC00021417,0.1,0.502,hanyang,UCSB-IZC00021417.jpg,NA,0.099601594
UCSB-IZC00022213,0.205,0.501,hanyang,UCSB-IZC00022213.jpg,NA,0.20459081836327345
UCSB-IZC00022224,0.204,0.501,hanyang,UCSB-IZC00022224.jpg,NA,0.20359281437125748
UCSB-IZC00023325,0.203,0.499,hanyang,UCSB-IZC00023325.jpg,NA,0.20340681362725452
UCSB-IZC00027132,0.214,0.502,hanyang,UCSB-IZC00027132.jpg,NA,0.21314741035856574
UCSB-IZC00028334,0.17,0.498,hanyang,UCSB-IZC00028334.jpg,NA,0.1706827309236948
UCSB-IZC00028349,0.202,0.499,hanyang,UCSB-IZC00028349.jpg,NA,0.20240480961923848
UCSB-IZC00028367,0.202,0.5,hanyang,UCSB-IZC00028367.jpg,NA,0.202
UCSB-IZC00028379,0.211,0.502,hanyang,UCSB-IZC00028379.jpg,NA,0.21015936254980078
UCSB-IZC00028611,0.192,0.5,hanyang,UCSB-IZC00028611.jpg,NA,0.192
UCSB-IZC00030039,0.191,0.501,hanyang,UCSB-IZC00030039.jpg,NA,0.1906187624750499
UCSB-IZC00030075,0.193,0.5,hanyang,UCSB-IZC00030075.jpg,NA,0.193
UCSB-IZC00030159,0.198,0.503,hanyang,UCSB-IZC00030159.jpg,NA,0.19681908548707755
UCSB-IZC00030313,0.209,0.5,hanyang,UCSB-IZC00030313.jpg,NA,0.209
UCSB-IZC00030335,0.195,0.502,hanyang,UCSB-IZC00030335.jpg,NA,0.1942231075697211
UCSB-IZC00030367,0.206,0.503,hanyang,UCSB-IZC00030367.jpg,NA,0.20477137176938368
UCSB-IZC00030369,0.18,0.498,hanyang,UCSB-IZC00030369.jpg,NA,0.18072289156626506
UCSB-IZC00030423,0.179,0.501,hanyang,UCSB-IZC00030423.jpg,NA,0.17864271457085829
UCSB-IZC00030474,0.206,0.503,hanyang,UCSB-IZC00030474.jpg,NA,0.20477137176938368
UCSB-IZC00030667,0.196,0.499,hanyang,UCSB-IZC00030667.jpg,NA,0.1963927855711423
UCSB-IZC00030694,0.201,0.497,hanyang,UCSB-IZC00030694.jpg,NA,0.20221327967806843
